titles,artists,ids,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Twelfth Street Rag,Pee Wee Hunt,0Ec85AbUzt5SRDnsiBodml,0Ec85AbUzt5SRDnsiBodml,0.53,0.57,10,-7.942,1,0.0559,0.551,0.911,0.102,0.943,105.621,audio_features,0Ec85AbUzt5SRDnsiBodml,spotify:track:0Ec85AbUzt5SRDnsiBodml,https://api.spotify.com/v1/tracks/0Ec85AbUzt5SRDnsiBodml,https://api.spotify.com/v1/audio-analysis/0Ec85AbUzt5SRDnsiBodml,174027,4
Mañana (Is Soon Enough for Me),Peggy Lee,3baBjQISAznjkg8WwzipPM,3baBjQISAznjkg8WwzipPM,0.751,0.566,2,-13.624,0,0.102,0.36,0.0,0.272,0.935,122.282,audio_features,3baBjQISAznjkg8WwzipPM,spotify:track:3baBjQISAznjkg8WwzipPM,https://api.spotify.com/v1/tracks/3baBjQISAznjkg8WwzipPM,https://api.spotify.com/v1/audio-analysis/3baBjQISAznjkg8WwzipPM,178733,4
Now Is the Hour,Bing Crosby,5eKva6ek6QTxwtYAioGWqX,5eKva6ek6QTxwtYAioGWqX,0.193,0.0465,1,-21.226,1,0.0326,0.994,0.0427,0.0993,0.244,83.573,audio_features,5eKva6ek6QTxwtYAioGWqX,spotify:track:5eKva6ek6QTxwtYAioGWqX,https://api.spotify.com/v1/tracks/5eKva6ek6QTxwtYAioGWqX,https://api.spotify.com/v1/audio-analysis/5eKva6ek6QTxwtYAioGWqX,189293,3
A Tree in the Meadow,Margaret Whiting,1y4crDPPIzcTiOhBE5KRDJ,1y4crDPPIzcTiOhBE5KRDJ,0.303,0.0912,9,-14.795,1,0.0336,0.978,1.71e-05,0.0917,0.0822,88.313,audio_features,1y4crDPPIzcTiOhBE5KRDJ,spotify:track:1y4crDPPIzcTiOhBE5KRDJ,https://api.spotify.com/v1/tracks/1y4crDPPIzcTiOhBE5KRDJ,https://api.spotify.com/v1/audio-analysis/1y4crDPPIzcTiOhBE5KRDJ,160392,4
"You Can't Be True, Dear",Ken Griffin,13J3nj3RP6YjcG6bgFD9gj,13J3nj3RP6YjcG6bgFD9gj,0.239,0.293,0,-9.26,1,0.0346,0.806,0.955,0.378,0.44,104.71,audio_features,13J3nj3RP6YjcG6bgFD9gj,spotify:track:13J3nj3RP6YjcG6bgFD9gj,https://api.spotify.com/v1/tracks/13J3nj3RP6YjcG6bgFD9gj,https://api.spotify.com/v1/audio-analysis/13J3nj3RP6YjcG6bgFD9gj,157814,4
"You Can't Be True, Dear",Ken Griffin,13J3nj3RP6YjcG6bgFD9gj,13J3nj3RP6YjcG6bgFD9gj,0.239,0.293,0,-9.26,1,0.0346,0.806,0.955,0.378,0.44,104.71,audio_features,13J3nj3RP6YjcG6bgFD9gj,spotify:track:13J3nj3RP6YjcG6bgFD9gj,https://api.spotify.com/v1/tracks/13J3nj3RP6YjcG6bgFD9gj,https://api.spotify.com/v1/audio-analysis/13J3nj3RP6YjcG6bgFD9gj,157814,4
Little White Lies,Dick Haymes,7dY8rGcdOeo2RFj0OJbuJ9,7dY8rGcdOeo2RFj0OJbuJ9,0.498,0.0664,3,-17.743,1,0.0391,0.969,0.0828,0.118,0.165,114.416,audio_features,7dY8rGcdOeo2RFj0OJbuJ9,spotify:track:7dY8rGcdOeo2RFj0OJbuJ9,https://api.spotify.com/v1/tracks/7dY8rGcdOeo2RFj0OJbuJ9,https://api.spotify.com/v1/audio-analysis/7dY8rGcdOeo2RFj0OJbuJ9,155373,4
You Call Everybody Darlin',Al Trace,54hYO9rwrxMNTKE6jlKXrV,54hYO9rwrxMNTKE6jlKXrV,0.601,0.3,8,-11.951,1,0.0715,0.793,0.0,0.321,0.827,173.047,audio_features,54hYO9rwrxMNTKE6jlKXrV,spotify:track:54hYO9rwrxMNTKE6jlKXrV,https://api.spotify.com/v1/tracks/54hYO9rwrxMNTKE6jlKXrV,https://api.spotify.com/v1/audio-analysis/54hYO9rwrxMNTKE6jlKXrV,145493,4
My Happiness,The Pied Pipers,4HLYTkGtaXGcozWywPlBZP,4HLYTkGtaXGcozWywPlBZP,0.337,0.126,10,-11.277,1,0.0318,0.934,0.0,0.122,0.2,168.193,audio_features,4HLYTkGtaXGcozWywPlBZP,spotify:track:4HLYTkGtaXGcozWywPlBZP,https://api.spotify.com/v1/tracks/4HLYTkGtaXGcozWywPlBZP,https://api.spotify.com/v1/audio-analysis/4HLYTkGtaXGcozWywPlBZP,165461,4
I'm Looking Over a Four Leaf Clover,Art Mooney,66q8IX1czlTF7BUYZ7CNts,66q8IX1czlTF7BUYZ7CNts,0.659,0.479,1,-9.241,0,0.09,0.0799,0.00201,0.232,0.415,80.086,audio_features,66q8IX1czlTF7BUYZ7CNts,spotify:track:66q8IX1czlTF7BUYZ7CNts,https://api.spotify.com/v1/tracks/66q8IX1czlTF7BUYZ7CNts,https://api.spotify.com/v1/audio-analysis/66q8IX1czlTF7BUYZ7CNts,274533,4
It's Magic,Doris Day,0KCac2Oyqfi1kKyhrCJhPl,0KCac2Oyqfi1kKyhrCJhPl,0.332,0.0714,5,-15.69,1,0.0352,0.912,3.67e-05,0.129,0.149,81.374,audio_features,0KCac2Oyqfi1kKyhrCJhPl,spotify:track:0KCac2Oyqfi1kKyhrCJhPl,https://api.spotify.com/v1/tracks/0KCac2Oyqfi1kKyhrCJhPl,https://api.spotify.com/v1/audio-analysis/0KCac2Oyqfi1kKyhrCJhPl,208400,5
Maybe You'll Be There,Gordon Jenkins,7lrPlOCR3zXpXR9ZNHAOkX,7lrPlOCR3zXpXR9ZNHAOkX,0.814,0.791,3,-6.184,0,0.334,0.181,3.3e-05,0.247,0.527,127.986,audio_features,7lrPlOCR3zXpXR9ZNHAOkX,spotify:track:7lrPlOCR3zXpXR9ZNHAOkX,https://api.spotify.com/v1/tracks/7lrPlOCR3zXpXR9ZNHAOkX,https://api.spotify.com/v1/audio-analysis/7lrPlOCR3zXpXR9ZNHAOkX,126000,4
Ballerina,Vaughn Monroe,4Yuug0cnC1XHjAyLe11yUq,4Yuug0cnC1XHjAyLe11yUq,0.551,0.379,9,-11.712,1,0.0606,0.972,0.921,0.295,0.812,121.965,audio_features,4Yuug0cnC1XHjAyLe11yUq,spotify:track:4Yuug0cnC1XHjAyLe11yUq,https://api.spotify.com/v1/tracks/4Yuug0cnC1XHjAyLe11yUq,https://api.spotify.com/v1/audio-analysis/4Yuug0cnC1XHjAyLe11yUq,208053,4
Nature Boy,King Cole,2WMyu5IYgxEuCd6xgFgJrl,2WMyu5IYgxEuCd6xgFgJrl,0.203,0.0895,2,-19.755,0,0.0404,0.971,0.0213,0.108,0.115,173.451,audio_features,2WMyu5IYgxEuCd6xgFgJrl,spotify:track:2WMyu5IYgxEuCd6xgFgJrl,https://api.spotify.com/v1/tracks/2WMyu5IYgxEuCd6xgFgJrl,https://api.spotify.com/v1/audio-analysis/2WMyu5IYgxEuCd6xgFgJrl,173533,1
Woody Woodpecker,Kay Kyser,4a5fzw7uaQJsRX1XFzr3NH,4a5fzw7uaQJsRX1XFzr3NH,0.815,0.289,0,-11.656,1,0.0568,0.886,4.35e-05,0.307,0.892,135.347,audio_features,4a5fzw7uaQJsRX1XFzr3NH,spotify:track:4a5fzw7uaQJsRX1XFzr3NH,https://api.spotify.com/v1/tracks/4a5fzw7uaQJsRX1XFzr3NH,https://api.spotify.com/v1/audio-analysis/4a5fzw7uaQJsRX1XFzr3NH,182507,4
Love Somebody,Doris Day,5xLc3a3UDVKt3FxyxHMZoY,5xLc3a3UDVKt3FxyxHMZoY,0.779,0.0787,9,-15.555,1,0.0654,0.922,0.0,0.0698,0.596,133.37,audio_features,5xLc3a3UDVKt3FxyxHMZoY,spotify:track:5xLc3a3UDVKt3FxyxHMZoY,https://api.spotify.com/v1/tracks/5xLc3a3UDVKt3FxyxHMZoY,https://api.spotify.com/v1/audio-analysis/5xLc3a3UDVKt3FxyxHMZoY,184240,4
Now Is the Hour,Gracie Fields,7svekL2otHzhIcsN9mHDRn,7svekL2otHzhIcsN9mHDRn,0.507,0.225,6,-21.453,1,0.264,0.981,0.0,0.973,0.725,48.194,audio_features,7svekL2otHzhIcsN9mHDRn,spotify:track:7svekL2otHzhIcsN9mHDRn,https://api.spotify.com/v1/tracks/7svekL2otHzhIcsN9mHDRn,https://api.spotify.com/v1/audio-analysis/7svekL2otHzhIcsN9mHDRn,88007,4
Beg Your Pardon,Francis Craig,3QtMzmaXaQnHp70RsAZ8rL,3QtMzmaXaQnHp70RsAZ8rL,0.578,0.919,11,-7.551,1,0.048,0.0158,0.00164,0.118,0.763,123.135,audio_features,3QtMzmaXaQnHp70RsAZ8rL,spotify:track:3QtMzmaXaQnHp70RsAZ8rL,https://api.spotify.com/v1/tracks/3QtMzmaXaQnHp70RsAZ8rL,https://api.spotify.com/v1/audio-analysis/3QtMzmaXaQnHp70RsAZ8rL,241000,4
Toolie Oolie Doolie,The Andrews Sisters,19WWVyMNkUIgZZr0aUjH1j,19WWVyMNkUIgZZr0aUjH1j,0.598,0.0414,10,-17.279,1,0.0341,0.967,1.13e-06,0.0826,0.349,116.366,audio_features,19WWVyMNkUIgZZr0aUjH1j,spotify:track:19WWVyMNkUIgZZr0aUjH1j,https://api.spotify.com/v1/tracks/19WWVyMNkUIgZZr0aUjH1j,https://api.spotify.com/v1/audio-analysis/19WWVyMNkUIgZZr0aUjH1j,171800,4
Buttons and Bows,Dinah Shore,5fnRVoG3VypqQYm8506zU5,5fnRVoG3VypqQYm8506zU5,0.589,0.065,0,-15.9,1,0.109,0.926,0.0,0.19,0.839,178.75,audio_features,5fnRVoG3VypqQYm8506zU5,spotify:track:5fnRVoG3VypqQYm8506zU5,https://api.spotify.com/v1/tracks/5fnRVoG3VypqQYm8506zU5,https://api.spotify.com/v1/audio-analysis/5fnRVoG3VypqQYm8506zU5,121600,4
Golden Earrings,Peggy Lee,0rcHLnBQzzGrbt2cbbYZiO,0rcHLnBQzzGrbt2cbbYZiO,0.378,0.179,2,-14.591,1,0.0311,0.561,0.000914,0.118,0.459,177.137,audio_features,0rcHLnBQzzGrbt2cbbYZiO,spotify:track:0rcHLnBQzzGrbt2cbbYZiO,https://api.spotify.com/v1/tracks/0rcHLnBQzzGrbt2cbbYZiO,https://api.spotify.com/v1/audio-analysis/0rcHLnBQzzGrbt2cbbYZiO,181067,4
Baby Face,Art Mooney,1waGPIj1dVvVj1K7g2Qqkl,1waGPIj1dVvVj1K7g2Qqkl,0.809,0.742,1,-4.704,1,0.281,0.41,0.0,0.83,0.648,97.48,audio_features,1waGPIj1dVvVj1K7g2Qqkl,spotify:track:1waGPIj1dVvVj1K7g2Qqkl,https://api.spotify.com/v1/tracks/1waGPIj1dVvVj1K7g2Qqkl,https://api.spotify.com/v1/audio-analysis/1waGPIj1dVvVj1K7g2Qqkl,161948,4
Too Fat Polka,Arthur Godfrey,55sdccuwTv6aPlwz39UVso,55sdccuwTv6aPlwz39UVso,0.791,0.507,7,-10.726,1,0.117,0.655,0.0,0.0943,0.964,125.491,audio_features,55sdccuwTv6aPlwz39UVso,spotify:track:55sdccuwTv6aPlwz39UVso,https://api.spotify.com/v1/tracks/55sdccuwTv6aPlwz39UVso,https://api.spotify.com/v1/audio-analysis/55sdccuwTv6aPlwz39UVso,132907,4
Because,Perry Como,65V86dD697OW0vLs2R4IoR,65V86dD697OW0vLs2R4IoR,0.291,0.144,8,-10.46,1,0.0323,0.947,0.000144,0.325,0.109,82.984,audio_features,65V86dD697OW0vLs2R4IoR,spotify:track:65V86dD697OW0vLs2R4IoR,https://api.spotify.com/v1/tracks/65V86dD697OW0vLs2R4IoR,https://api.spotify.com/v1/audio-analysis/65V86dD697OW0vLs2R4IoR,169200,1
My Happiness,Ella Fitzgerald,3kjenZsHz9VzqipcQlhrMJ,3kjenZsHz9VzqipcQlhrMJ,0.269,0.0685,7,-16.122,1,0.0323,0.993,0.0,0.0929,0.212,81.313,audio_features,3kjenZsHz9VzqipcQlhrMJ,spotify:track:3kjenZsHz9VzqipcQlhrMJ,https://api.spotify.com/v1/tracks/3kjenZsHz9VzqipcQlhrMJ,https://api.spotify.com/v1/audio-analysis/3kjenZsHz9VzqipcQlhrMJ,199133,4
Serenade of the Bells,Sammy Kaye,5tt7O3V5vwf8ltkr1Wgxrf,5tt7O3V5vwf8ltkr1Wgxrf,0.647,0.414,8,-10.816,0,0.066,0.848,0.903,0.112,0.711,79.503,audio_features,5tt7O3V5vwf8ltkr1Wgxrf,spotify:track:5tt7O3V5vwf8ltkr1Wgxrf,https://api.spotify.com/v1/tracks/5tt7O3V5vwf8ltkr1Wgxrf,https://api.spotify.com/v1/audio-analysis/5tt7O3V5vwf8ltkr1Wgxrf,185660,4
Until,Tommy Dorsey,5x5ZPOGYS0gDw1k9nPZZdR,5x5ZPOGYS0gDw1k9nPZZdR,0.312,0.0377,1,-25.424,1,0.0352,0.965,0.385,0.111,0.161,85.77,audio_features,5x5ZPOGYS0gDw1k9nPZZdR,spotify:track:5x5ZPOGYS0gDw1k9nPZZdR,https://api.spotify.com/v1/tracks/5x5ZPOGYS0gDw1k9nPZZdR,https://api.spotify.com/v1/audio-analysis/5x5ZPOGYS0gDw1k9nPZZdR,218173,4
William Tell Overture,Spike Jones,4hntlFDRAa2uMNIf4x1U1U,4hntlFDRAa2uMNIf4x1U1U,0.589,0.463,10,-13.738,1,0.182,0.982,0.0113,0.361,0.558,99.173,audio_features,4hntlFDRAa2uMNIf4x1U1U,spotify:track:4hntlFDRAa2uMNIf4x1U1U,https://api.spotify.com/v1/tracks/4hntlFDRAa2uMNIf4x1U1U,https://api.spotify.com/v1/audio-analysis/4hntlFDRAa2uMNIf4x1U1U,197293,3
Beg Your Pardon,Frankie Carle,01BPD4t3TkCs3yFwSFcUq7,01BPD4t3TkCs3yFwSFcUq7,0.653,0.427,6,-6.993,1,0.0314,0.936,0.651,0.114,0.834,97.934,audio_features,01BPD4t3TkCs3yFwSFcUq7,spotify:track:01BPD4t3TkCs3yFwSFcUq7,https://api.spotify.com/v1/tracks/01BPD4t3TkCs3yFwSFcUq7,https://api.spotify.com/v1/audio-analysis/01BPD4t3TkCs3yFwSFcUq7,128089,4
St. Louis Blues March,Tex Beneke,7gpi7OGcXd6bMX0hfVIFy0,7gpi7OGcXd6bMX0hfVIFy0,0.571,0.255,0,-18.626,1,0.056,0.451,0.843,0.0757,0.658,120.181,audio_features,7gpi7OGcXd6bMX0hfVIFy0,spotify:track:7gpi7OGcXd6bMX0hfVIFy0,https://api.spotify.com/v1/tracks/7gpi7OGcXd6bMX0hfVIFy0,https://api.spotify.com/v1/audio-analysis/7gpi7OGcXd6bMX0hfVIFy0,216526,4
Underneath the Arches,Primo Scala,36sAC8N1i3myZkrnLjtGRp,36sAC8N1i3myZkrnLjtGRp,0.778,0.367,7,-14.14,1,0.0375,0.701,0.0378,0.143,0.631,89.996,audio_features,36sAC8N1i3myZkrnLjtGRp,spotify:track:36sAC8N1i3myZkrnLjtGRp,https://api.spotify.com/v1/tracks/36sAC8N1i3myZkrnLjtGRp,https://api.spotify.com/v1/audio-analysis/36sAC8N1i3myZkrnLjtGRp,171833,4
On a Slow Boat to China,Kay Kyser,07PHx59vOGb1gdxcrDm1fT,07PHx59vOGb1gdxcrDm1fT,0.487,0.0515,5,-19.158,1,0.0523,0.866,0.000518,0.146,0.579,168.425,audio_features,07PHx59vOGb1gdxcrDm1fT,spotify:track:07PHx59vOGb1gdxcrDm1fT,https://api.spotify.com/v1/tracks/07PHx59vOGb1gdxcrDm1fT,https://api.spotify.com/v1/audio-analysis/07PHx59vOGb1gdxcrDm1fT,199507,4
Woody Woodpecker,Mel Blanc,7vK2ASjjmLysEqMfx5SYDN,7vK2ASjjmLysEqMfx5SYDN,0.696,0.485,5,-12.143,1,0.899,0.825,0.000545,0.517,0.709,139.576,audio_features,7vK2ASjjmLysEqMfx5SYDN,spotify:track:7vK2ASjjmLysEqMfx5SYDN,https://api.spotify.com/v1/tracks/7vK2ASjjmLysEqMfx5SYDN,https://api.spotify.com/v1/audio-analysis/7vK2ASjjmLysEqMfx5SYDN,139547,3
The Dicky-Bird Song,Freddy Martin,3S8OPL5aWLGhvaYjRkgHjY,3S8OPL5aWLGhvaYjRkgHjY,0.75,0.17,0,-13.06,1,0.0495,0.972,0.00437,0.11,0.441,109.585,audio_features,3S8OPL5aWLGhvaYjRkgHjY,spotify:track:3S8OPL5aWLGhvaYjRkgHjY,https://api.spotify.com/v1/tracks/3S8OPL5aWLGhvaYjRkgHjY,https://api.spotify.com/v1/audio-analysis/3S8OPL5aWLGhvaYjRkgHjY,187360,4
I'm Looking Over a Four Leaf Clover,Russ Morgan,5H1YUI44mGKD3EloE8bHVy,5H1YUI44mGKD3EloE8bHVy,0.691,0.543,3,-8.103,1,0.0306,0.843,0.0,0.0692,0.966,126.545,audio_features,5H1YUI44mGKD3EloE8bHVy,spotify:track:5H1YUI44mGKD3EloE8bHVy,https://api.spotify.com/v1/tracks/5H1YUI44mGKD3EloE8bHVy,https://api.spotify.com/v1/audio-analysis/5H1YUI44mGKD3EloE8bHVy,153523,4
How Soon,Vaughn Monroe,4mdfDWIokdpXlKlYQug2Qu,4mdfDWIokdpXlKlYQug2Qu,0.285,0.174,10,-19.877,1,0.0349,0.952,0.778,0.231,0.306,65.254,audio_features,4mdfDWIokdpXlKlYQug2Qu,spotify:track:4mdfDWIokdpXlKlYQug2Qu,https://api.spotify.com/v1/tracks/4mdfDWIokdpXlKlYQug2Qu,https://api.spotify.com/v1/audio-analysis/4mdfDWIokdpXlKlYQug2Qu,187200,5
Serenade of the Bells,Jo Stafford,1iqKnFk7HVq9QFVWMC4cJy,1iqKnFk7HVq9QFVWMC4cJy,0.265,0.205,10,-11.568,1,0.0322,0.939,0.0,0.129,0.261,83.062,audio_features,1iqKnFk7HVq9QFVWMC4cJy,spotify:track:1iqKnFk7HVq9QFVWMC4cJy,https://api.spotify.com/v1/tracks/1iqKnFk7HVq9QFVWMC4cJy,https://api.spotify.com/v1/audio-analysis/1iqKnFk7HVq9QFVWMC4cJy,177160,4
Too Young,Nat King Cole,0zII0Soax7wbm3Avw7iVAd,0zII0Soax7wbm3Avw7iVAd,0.201,0.213,8,-14.531,1,0.0298,0.805,8.22e-05,0.126,0.203,96.324,audio_features,0zII0Soax7wbm3Avw7iVAd,spotify:track:0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/tracks/0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/audio-analysis/0zII0Soax7wbm3Avw7iVAd,204627,4
Because of You,Tony Bennett,1hVEHu6SemMvlYAP5MWkDj,1hVEHu6SemMvlYAP5MWkDj,0.248,0.22,7,-10.768,0,0.0299,0.94,0.00197,0.109,0.191,71.377,audio_features,1hVEHu6SemMvlYAP5MWkDj,spotify:track:1hVEHu6SemMvlYAP5MWkDj,https://api.spotify.com/v1/tracks/1hVEHu6SemMvlYAP5MWkDj,https://api.spotify.com/v1/audio-analysis/1hVEHu6SemMvlYAP5MWkDj,242040,4
How High the Moon,Les Paul,0onHzLoj8yQbjbHtJzwjBx,0onHzLoj8yQbjbHtJzwjBx,0.695,0.582,11,-9.567,0,0.0381,0.687,0.00914,0.178,0.817,118.88,audio_features,0onHzLoj8yQbjbHtJzwjBx,spotify:track:0onHzLoj8yQbjbHtJzwjBx,https://api.spotify.com/v1/tracks/0onHzLoj8yQbjbHtJzwjBx,https://api.spotify.com/v1/audio-analysis/0onHzLoj8yQbjbHtJzwjBx,127267,4
Come on-a My House,Rosemary Clooney,3GVyT9fBXuEkGs1STo2WHZ,3GVyT9fBXuEkGs1STo2WHZ,0.527,0.633,10,-8.56,0,0.114,0.826,0.0,0.422,0.961,183.174,audio_features,3GVyT9fBXuEkGs1STo2WHZ,spotify:track:3GVyT9fBXuEkGs1STo2WHZ,https://api.spotify.com/v1/tracks/3GVyT9fBXuEkGs1STo2WHZ,https://api.spotify.com/v1/audio-analysis/3GVyT9fBXuEkGs1STo2WHZ,116933,4
Be My Love,Mario Lanza,7bETs6oajlWYVo9ycX74Vp,7bETs6oajlWYVo9ycX74Vp,0.168,0.457,1,-7.361,1,0.0375,0.972,1.33e-06,0.18,0.202,86.749,audio_features,7bETs6oajlWYVo9ycX74Vp,spotify:track:7bETs6oajlWYVo9ycX74Vp,https://api.spotify.com/v1/tracks/7bETs6oajlWYVo9ycX74Vp,https://api.spotify.com/v1/audio-analysis/7bETs6oajlWYVo9ycX74Vp,209627,3
On Top of Old Smoky,The Weavers,3Rd7lzhb3AtQPuQ4UZiSCc,3Rd7lzhb3AtQPuQ4UZiSCc,0.421,0.464,11,-9.033,1,0.0367,0.869,0.0,0.225,0.657,167.947,audio_features,3Rd7lzhb3AtQPuQ4UZiSCc,spotify:track:3Rd7lzhb3AtQPuQ4UZiSCc,https://api.spotify.com/v1/tracks/3Rd7lzhb3AtQPuQ4UZiSCc,https://api.spotify.com/v1/audio-analysis/3Rd7lzhb3AtQPuQ4UZiSCc,163267,3
"Cold, Cold Heart",Tony Bennett,6U5Iv1vX8qUOVCMijAgZhL,6U5Iv1vX8qUOVCMijAgZhL,0.34,0.123,5,-12.329,0,0.0432,0.954,1.18e-06,0.151,0.3,75.003,audio_features,6U5Iv1vX8qUOVCMijAgZhL,spotify:track:6U5Iv1vX8qUOVCMijAgZhL,https://api.spotify.com/v1/tracks/6U5Iv1vX8qUOVCMijAgZhL,https://api.spotify.com/v1/audio-analysis/6U5Iv1vX8qUOVCMijAgZhL,195427,4
Ataypura!,Yma Sumac,0T3UzpGaq9SQyyjj9X5Hm1,0T3UzpGaq9SQyyjj9X5Hm1,0.264,0.389,2,-15.307,1,0.0809,0.826,0.705,0.115,0.291,81.798,audio_features,0T3UzpGaq9SQyyjj9X5Hm1,spotify:track:0T3UzpGaq9SQyyjj9X5Hm1,https://api.spotify.com/v1/tracks/0T3UzpGaq9SQyyjj9X5Hm1,https://api.spotify.com/v1/audio-analysis/0T3UzpGaq9SQyyjj9X5Hm1,184267,4
The Loveliest Night of the Year,Mario Lanza,0d1IE5LVXuy4V638hzBNJV,0d1IE5LVXuy4V638hzBNJV,0.197,0.386,8,-8.349,1,0.0331,0.938,0.0114,0.362,0.212,86.223,audio_features,0d1IE5LVXuy4V638hzBNJV,spotify:track:0d1IE5LVXuy4V638hzBNJV,https://api.spotify.com/v1/tracks/0d1IE5LVXuy4V638hzBNJV,https://api.spotify.com/v1/audio-analysis/0d1IE5LVXuy4V638hzBNJV,215173,5
Tennessee Waltz,Patti Page,0BHroBUvBAp561BYqC9LRK,0BHroBUvBAp561BYqC9LRK,0.373,0.124,5,-12.95,1,0.0342,0.969,0.000891,0.123,0.351,86.857,audio_features,0BHroBUvBAp561BYqC9LRK,spotify:track:0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/audio-analysis/0BHroBUvBAp561BYqC9LRK,185000,3
Jezebel,Frankie Laine,6SYQwsOxHW5uUYjUpOKtIC,6SYQwsOxHW5uUYjUpOKtIC,0.504,0.265,5,-16.424,1,0.0344,0.835,0.0,0.604,0.393,136.721,audio_features,6SYQwsOxHW5uUYjUpOKtIC,spotify:track:6SYQwsOxHW5uUYjUpOKtIC,https://api.spotify.com/v1/tracks/6SYQwsOxHW5uUYjUpOKtIC,https://api.spotify.com/v1/audio-analysis/6SYQwsOxHW5uUYjUpOKtIC,190933,4
I Get Ideas,Tony Martin,337MjXbvx4dDSgOYSfawii,337MjXbvx4dDSgOYSfawii,0.355,0.229,7,-10.46,1,0.076,0.881,3.91e-06,0.198,0.502,200.544,audio_features,337MjXbvx4dDSgOYSfawii,spotify:track:337MjXbvx4dDSgOYSfawii,https://api.spotify.com/v1/tracks/337MjXbvx4dDSgOYSfawii,https://api.spotify.com/v1/audio-analysis/337MjXbvx4dDSgOYSfawii,159467,4
Mockin' Bird Hill,Les Paul,62GWHE0tcoW9kJrscFn6k3,62GWHE0tcoW9kJrscFn6k3,0.604,0.408,1,-9.207,1,0.0337,0.762,0.0,0.185,0.762,164.241,audio_features,62GWHE0tcoW9kJrscFn6k3,spotify:track:62GWHE0tcoW9kJrscFn6k3,https://api.spotify.com/v1/tracks/62GWHE0tcoW9kJrscFn6k3,https://api.spotify.com/v1/audio-analysis/62GWHE0tcoW9kJrscFn6k3,140133,3
Mockin' Bird Hill,Patti Page,5yzlxi4VFO8UkxepsL0guW,5yzlxi4VFO8UkxepsL0guW,0.561,0.3,3,-13.995,1,0.0422,0.75,0.0,0.283,0.563,109.795,audio_features,5yzlxi4VFO8UkxepsL0guW,spotify:track:5yzlxi4VFO8UkxepsL0guW,https://api.spotify.com/v1/tracks/5yzlxi4VFO8UkxepsL0guW,https://api.spotify.com/v1/audio-analysis/5yzlxi4VFO8UkxepsL0guW,178867,4
My Heart Cries for You,Guy Mitchell,0KuKJOGwD0lqwHFcCw5859,0KuKJOGwD0lqwHFcCw5859,0.437,0.142,8,-13.524,1,0.0296,0.964,1.35e-06,0.25,0.304,102.339,audio_features,0KuKJOGwD0lqwHFcCw5859,spotify:track:0KuKJOGwD0lqwHFcCw5859,https://api.spotify.com/v1/tracks/0KuKJOGwD0lqwHFcCw5859,https://api.spotify.com/v1/audio-analysis/0KuKJOGwD0lqwHFcCw5859,166160,3
(It's No) Sin,Eddy Howard,4cyPBIYP1z47ZIdT7fgDxu,4cyPBIYP1z47ZIdT7fgDxu,0.343,0.096,8,-14.694,1,0.0379,0.963,0.0,0.24,0.195,78.666,audio_features,4cyPBIYP1z47ZIdT7fgDxu,spotify:track:4cyPBIYP1z47ZIdT7fgDxu,https://api.spotify.com/v1/tracks/4cyPBIYP1z47ZIdT7fgDxu,https://api.spotify.com/v1/audio-analysis/4cyPBIYP1z47ZIdT7fgDxu,168507,4
Sound Off,Vaughn Monroe,41TIIjSndi6X5kI32CbOqs,41TIIjSndi6X5kI32CbOqs,0.675,0.686,5,-8.834,1,0.0458,0.783,0.0592,0.0877,0.589,114.147,audio_features,41TIIjSndi6X5kI32CbOqs,spotify:track:41TIIjSndi6X5kI32CbOqs,https://api.spotify.com/v1/tracks/41TIIjSndi6X5kI32CbOqs,https://api.spotify.com/v1/audio-analysis/41TIIjSndi6X5kI32CbOqs,163987,4
Sweet Violets,Dinah Shore,05ifAxjJZYzDwC8iyQWChD,05ifAxjJZYzDwC8iyQWChD,0.611,0.332,7,-9.023,1,0.0437,0.837,0.0,0.168,0.844,186.942,audio_features,05ifAxjJZYzDwC8iyQWChD,spotify:track:05ifAxjJZYzDwC8iyQWChD,https://api.spotify.com/v1/tracks/05ifAxjJZYzDwC8iyQWChD,https://api.spotify.com/v1/audio-analysis/05ifAxjJZYzDwC8iyQWChD,167933,3
The World Is Waiting for the Sunrise,Les Paul,36JEJ923q81GkE88VP5WAD,36JEJ923q81GkE88VP5WAD,0.7,0.559,1,-8.742,1,0.0297,0.56,0.000297,0.0757,0.911,133.123,audio_features,36JEJ923q81GkE88VP5WAD,spotify:track:36JEJ923q81GkE88VP5WAD,https://api.spotify.com/v1/tracks/36JEJ923q81GkE88VP5WAD,https://api.spotify.com/v1/audio-analysis/36JEJ923q81GkE88VP5WAD,132973,4
